Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score ,NND,NRI,Reference_ID
3396,Abu Bakr Islamic center,1301 Idaho Street,Farrell,PA,16121,,,,"
",,"
",,,,,
3397,Bosnian Islamic Cultural Center of Erie,1001 West 21st Street,Erie,PA,16502,,,,"
",,"
",,,,,
3398,Al Makarim Islamic Foundation,1635 Ash Street,Erie,PA,16503,,,,2002,,https://prayersconnect.com/mosques/84031193-al-makarim-islamic-foundation-erie-pennsylvania-united-states,,,,,
3399,Islamic Association of Erie,2419 Holland Street,Erie,PA,16503,,,,2009,,https://eriemasjid.alminaret.com/about-masjid,,,,,
3400,Islamic Cultural Center of Erie,2426 Parade Street,Erie,PA,16503,,,,2009,,https://public.eriecountypa.gov/property-tax-records/property-records/property-tax-search/parcel-profile.aspx?parcelid=18050015020000,,,,,
3401,Mosque Of Al-Ghadir,1950 East 20th Street,Erie,PA,16510,,,,"
",,"
",,,,,
3402,Jaffa Mosque,2200 Broad Avenue,Altoona,PA,16601,,,,1930,,https://jaffashriners.org,,,,,
3403,MASJID Al BIRR WA TAQWA,210 East Plank Road,Altoona,PA,16602,,,,"
",Information Without Year,"
",,,,,
3404,Islamic Center of Altoona,703 South Logan Boulevard,Hollidaysburg,PA,16648,,,,"
",No Basic Information,"
",,,,,
3405,Islamic Society of Central Pennsylvania,454 Rolling Ridge Drive,State College,PA,16801,,,,1982,,https://www.mapquest.com/us/pennsylvania/islamic-center-of-central-penn-353450389,,,,,
3406,Al-AwwÄbÄ«n,709 Ridge Avenue,State College,PA,16803,,,,1982,,https://iscpmasjid.com/about,,,,,
3407,AL-Towfiq Mosque,2 West Main Street,Shiremanstown,PA,17011,,,,"
",,"
",,,,,
3408,The Peace Centre (Mosque),505 Cavalry Road,Carlisle,PA,17013,,,,1982,,https://iscpmasjid.com/about,,,,,
3409,Bosnian Islamic Cultural Center of Carlisle,648 Alexander Spring Road,Carlisle,PA,17015,,,,"
",,"
",,,,,
3410,Hershey Islamic Center,35 East 2nd Street,Hummelstown,PA,17036,,,,2013,,https://prayersconnect.com/mosques/84019989-hershey-islamic-center-hummelstown-pennsylvania-united-states,,,,,
3411,Lebanon Valley Masjid,1300 Florence Street,Lebanon,PA,17042,,,,"
",Information Without Year,https://lebanonvalleymasjid.weebly.com/,,,,,
3412,Ahmadiyya Mosque Mechanicsburg,7063 Wertzville Road,Mechanicsburg,PA,17050,,,,"
",,"
",,,,,
3413,Al-'Hikmeh Institute & Mosque,5138 East Trindle Road,Mechanicsburg,PA,17050,,,,"
",,"
",,,,,
3414,Al-nur Mosque,5247 Simpson Ferry Road,Mechanicsburg,PA,17050,,,,2009,,"
",,,,,
3415,American Islamic Cultural Center,7117 Wertzville Road,Mechanicsburg,PA,17050,,,,"
",,"
",,,,,
3416,ISLAMIC CENTER OF PA,5138 East Trindle Road,Mechanicsburg,PA,17050,,,,1992,,https://icp.alminaret.com/about-masjid,,,,,
3417,The Bosnia & Herzegovina Islamic Center of Pennsylvania,4922 Simpson Ferry Road,Mechanicsburg,PA,17050,,,,"
",,"
",,,,,
3418,Masjidul Muwahhideen,1719 Walnut Street,Harrisburg,PA,17103,,,,"
",,"
",,,,,
3419,Cham Muslims Association of Penn,1701 Putnam Street,Harrisburg,PA,17104,,,,2010,,https://prayersconnect.com/mosques/84039211-cham-muslims-association-of-pennsylvania-harrisburg-pennsylvania-united-states,,,,,
3420,Islamic Center Al Sabereen,1403 South Cameron Street,Harrisburg,PA,17104,,,,1993,,https://sabereenpa.alminaret.com/about-masjid,,,,,
3421,Harrisburg Islamic Center (HIX),4813 Jonestown Road,Harrisburg,PA,17109,,,,"
",,"
",,,,,
3422,Hadee Mosque,245 Division Street,Harrisburg,PA,17110,,,,2010,,https://ahmadiyyamosque.blogspot.com/2014/12/hadee-mosque-harrisburg-pennsylvania-usa.html,,,,,
3423,Islamic Society of Greater Harrisburg (ISGH),407 North Front Street,Steelton,PA,17113,,,,1970,,https://pluralismarchive.hsites.harvard.edu/islamic-society-greater-harrisburg-isgh,,,,,
3424,Masjid - House of Peace & Harmony,761 5th Avenue,Chambersburg,PA,17201,,,,"
",,"
",,,,,
3425,Marifah | An Islamic Center | Mosque | Muslim Community Center,13308 Buena Vista Road,Waynesboro,PA,17268,,,,"
",,"
",,,,,
3426,Islamic Society of Hanover,710 West Elm Avenue,Hanover,PA,17331,,,,"
",,"
",,,,,
3427,At-Tawheed Mosque,549 West Market Street,York,PA,17403,,,,"
",,"
",,,,,
3428,Masjid At-Tawheed,9 South Belvidere Avenue,York,PA,17404,,,,2000,,https://masjidtawheedofyorkpa.org/about-us/,,,,,
3429,Diyanet Mosque of Lancaster Ahiska Turks,747 Centerville Road,Lancaster,PA,17601,,,,"
",,"
",,,,,
3430,Islamic Community Center of Lancaster,951 Rohrerstown Road,Lancaster,PA,17601,,,,2013,,https://www.feelingblessed.org/organization/detail/iccl,,,,,
3431,Islamic Center of Lancaster,227 North Queen Street,Lancaster,PA,17603,,,,2013,,https://www.feelingblessed.org/organization/detail/iccl,,,,,
3432,United Islamic Association of Lancaster County,739 West Vine Street,Lancaster,PA,17603,,,,2013,,https://www.feelingblessed.org/organization/detail/iccl,,,,,
3433,MASJID AT-TAWBAH,1307 Park Avenue,Williamsport,PA,17701,,,,2017,,"https://www.causeiq.com/organizations/masjid-at-tawbah,472315834/",,,,,
3434,Willamsport Islamic Center,1663 Memorial Avenue,Willamsport,PA,17701,,,,2017,,"https://www.causeiq.com/organizations/masjid-at-tawbah,472315834/#:~:text=Masjid%20At-Tawbah%20is%20an%20Islamic%20nonprofit%20organization,tax-deductible%20contributions**%20Yes%20*%20**Parent/child%20status**%20Independent",,,,,
3435,Williamsport Islamic Centre,322 Locust Street,Williamsport,PA,17701,,,,2007,,https://prayersconnect.com/mosques/84036060-williamsport-islamic-center-williamsport-pennsylvania-united-states,,,,,
3436,Sunbury Islamic Center,63 North 4th Street,Sunbury,PA,17801,,,,1989,,https://sunburyislamiccenter.com/about/,,,,,
3437,Danville Muslim Community Center (DMCC) Masjid/Islamic Center,14 Oak Street,Danville,PA,17821,,,,"
",,"
",,,,,
3438,Masjid Kamal-e-Rasool,101 North Vine Street,Shamokin,PA,17872,,,,"
",Information Without Year,http://www.kamalerasool.com/contact.html,,,,,
3439,Islamic Society Of Schuylkill County,1043 East Norwegian Street,Pottsville,PA,17901,,,,1986,,"https://www.causeiq.com/organizations/islamic-society-of-schuylkill-county,224354001/",,,,,
3440,Center for Islamic Studies,9 West Packer Avenue,Bethlehem,PA,18015,,,,"
",,"
",,,,,
3441,Respect Masjid,2200 Industrial Drive,Bethlehem,PA,18017,,,,"
",,"
",,,,,
3442,Turkish Cultural Center Bethlehem,2200 Industrial Drive,Bethlehem,PA,18017,,,,"
",,"
",,,,,
3443,Al Rawdah Islamic Center,417 Howertown Road,Catasauqua,PA,18032,,,,2019,,https://alrcpa.org/,,,,,
3444,Easton Phillipsburg Muslim Association,1017 Lehigh Street,Easton,PA,18042,,,,2009,,https://prayersconnect.com/mosques/84059949-easton-phillipsburg-muslim-association-easton-pennsylvania-united-states,,,,,
3445,Muslim Association of Lehigh Valley (MALV),1988 Schadt Avenue,Fullerton,PA,18052,,,,1979,,"https://www.malv.org/volunteers#:~:text=We%20need%20your%20help,%2C%20spritually%2C%20medically%20and%20physically.",,,,,
3446,Al-Maqasid,7386 Alburtis Road,Macungie,PA,18062,,,,2013,,https://rocketreach.co/al-maqasid-profile_b4282c2bc1fa4132,,,,,
3447,Revival Ihya,226 East Main Street,Macungie,PA,18062,,,,"
",,"
",,,,,
3448,Tawheed Mosque of Greater Allentown,220 North 4th Street,Allentown,PA,18102,,,,2025,,https://www.facebook.com/61568695730091/posts/masjid-tawheed-of-greater-allentown-grand-opening-%EF%B8%8F-friday-february-14th-1pm-220/122120325158623191/,,,,,
3449,Baitul Ata Mosque (Ahmadiyya Muslim Community),2860 South Pike Avenue,Allentown,PA,18103,,,,"
",,"
",,,,,
3450,Shia Ithna'asheri Jamaat of PA,1500 Ridgeview Drive,Allentown,PA,18104,,,,2023,,https://www.lehighvalleynews.com/parkland/2023-01-19/new-mosque-to-be-built-at-al-ahad-islamic-center-in-south-whitehall,,,,,
3451,Islamic Society of Allentown,6635 Tilghman Street,Allentown,PA,18106,,,,2004,,https://isallentown.org/,,,,,
3452,JESUSS OF MOSQUE,"
",Upper Macungie Township,PA,18106,,,,"
",,"
",,,,,
3453,Islamic Education Center of Pennsylvania,1109 East Linden Street,Allentown,PA,18109,,,,2005,,https://www.mcall.com/2005/06/10/islamic-center-to-open-in-allentown-church-some-congregants-say-location-of-whitehall-center-is-inconvenient/,,,,,
3454,Pike County Islamic Center,115 Mountain Avenue,Matamoras,PA,18336,,,,"
",,"
",,,,,
3455,Stroudsburg Islamic Center,133 North 2nd Street,Stroudsburg,PA,18360,,,,1988,,http://stroudsburgislamiccenter.com/,,,,,
3456,Islamic Center of Scranton,1509 West Pass Avenue,Scranton,PA,18508,,,,1996,,https://www.islamiccenterofscranton.com/about,,,,,
3457,Mosque Azizia,306 Taylor Avenue,Scranton,PA,18510,,,,"
",,"
",,,,,
3458,Al-Noor Mosque,991 Scott Street,Wilkes-Barre,PA,18705,,,,2010,,"
",,,,,
3459,Chester Central Mosque,842 Central Avenue,Chester,PA,19013,,,,"
",,"
",,,,,
3460,Islamic Center of Chester,14 East 7th Street,Chester,PA,19013,,,,1994,,https://isccpa.org/history/,,,,,
3461,Masjid Al-Fajr,2009 West 3rd Street,Chester,PA,19013,,,,"
",No Basic Information,"
",,,,,
3462,Masjid As-Sabiqun,1105 Concord Avenue,Chester,PA,19013,,,,1994,,https://www.masjidas-sabiqun.org/history/,,,,,
3463,Nation of Islam Chester Study Group,1301 West 3 Street,Chester,PA,19013,,,,1954,,https://dev.muhammadmosque102.org/local-history/,,,,,
3464,Shamsiddin Islam,2720 West 3rd Street,Chester,PA,19013,,,,"
",,"
",,,,,
3465,Faith Unity Islamic Center,5961 Bensalem Boulevard,Bensalem Township,PA,19020,,,,2002,,"
",,,,,
3466,Masjid Al Iman,813 State Road,Croydon,PA,19021,,,,"
",,"
",,,,,
3467,TAMCA (Diyanet Mosque of Levittown),541 Levittown Parkway,Levittown,PA,19054,,,,1958,,"https://philadelphiaencyclopedia.org/essays/levittowns/#:~:text=Fairless%20Works%20plant.-,The%20Levitts%20built%20slightly%20more%20than%2017,300%20homes%20of%20only,of%20between%20300-500%20houses.",,,,,
3468,Masjid Al Huda,1301 Frosty Hollow Road,Levittown,PA,19056,,,,"
",,"
",,,,,
3469,Isabet Mevlana Mosque,5201 Bristol Emilie Road,Levittown,PA,19057,,,,"
",,"
",,,,,
3470,Zubaida Foundation Mosque,855 Big Oak Road,Yardley,PA,19067,,,,2005,,https://www.zubaidafoundation.com/about,,,,,
3471,Al Madinah Islamic Academy,148 Garrett Road,Upper Darby Township,PA,19082,,,,"
",,"
",,,,,
3472,Al-Madinah Mosque,201 South 69th Street,Upper Darby Township,PA,19082,,,,"
",,"
",,,,,
3473,Al-Quran Center,53 Long Lane,Upper Darby Township,PA,19082,,,,"
",,"
",,,,,
3474,Masjid Al-Madina,6800 Ludlow Street,Upper Darby,PA,19082,,,,1998,,"https://masjidalmadinah.org/aboutus/#:~:text=The%20Upper%20Darby%20Islamic%20Center,%20also%20known,*%20Providing%20health%20care%20for%20needy%20families",,,,,
3475,Masjid Omar,51 South State Road,Upper Darby Township,PA,19082,,,,"
",No Basic Information,"
",,,,,
3476,Islamic Center of Delaware County,2502 Township Line Road,Havertown,PA,19083,,,,1998,,https://www.delcotimes.com/2005/06/28/a-look-inside-delaware-countys-largest-mosque/,,,,,
3477,The Foundation for Islamic Education,1860 Montgomery Avenue,Villanova,PA,19085,,,,1989,,"https://www.fiesite.org/#:~:text=The%20Foundation%20for%20Islamic%20Education%20is%20a,the%20greater%20Philadelphia%20area%20and%20its%20suburbs.",,,,,
3478,Islamic Cultural Center of Willow Grove,502 Easton Road,Willow Grove,PA,19090,,,,"
",,"
",,,,,
3479,Philadelphia Pennsylvania Temple,1739 Vine Street,Philadelphia,PA,19103,,,,"
",,"
",,,,,
3480,AICP,4431 Walnut Street,Philadelphia,PA,19104,,,,1991,,https://grokipedia.com/page/association_of_islamic_charitable_projects_of_north_america,,,,,
3481,Al-Jamia Mosque,4228 Walnut Street,Philadelphia,PA,19104,,,,1988,,https://collaborativehistory.gse.upenn.edu/media/masjid-al-jamia,,,,,
3482,Baitul Mukarram Jame Mosque,18 South 43rd Street,Philadelphia,PA,19104,,,,2002,,https://property.phila.gov/?p=272113205,,,,,
3483,Drexel MSA Muslim Prayer Room,3225 Arch Street,Philadelphia,PA,19104,,,,"
",,"
",,,,,
3484,Imam Muslim Family Center (IMFC),4075 Lancaster Avenue,Philadelphia,PA,19104,,,,"
",,"
",,,,,
3485,Salaam Mosque,1214 North 41st Street,Philadelphia,PA,19104,,,,1993,,https://www.virtualtourist.com/travel/North_America/United_States_of_America/Pennsylvania/Philadelphia-860659/Things_To_Do-Philadelphia-Masjid_Salaam-BR-1.html#location,,,,,
3486,Yankasa Association Mosque,3408 Haverford Avenue,Philadelphia,PA,19104,,,,1999,,https://philadelphiayankasa.org/,,,,,
3487,Center City Mosque,1328 Walnut Street,Philadelphia,PA,19107,,,,1990,,https://centercitymosque.org/about-us,,,,,
3488,Al Andalus Mosque,6440 Rising Sun Avenue,Philadelphia,PA,19111,,,,"
",,"
",,,,,
3489,Masjid Al-Salam (SJC),7338 Elgin Avenue,Philadelphia,PA,19111,,,,2017,,https://property.phila.gov/?p=882926290,,,,,
3490,Tyson Masjid,1421 Tyson Avenue,Philadelphia,PA,19111,,,,2010,,"
",,,,,
3491,Al-Rashideen Islamic Center,9229 Roosevelt Boulevard,Philadelphia,PA,19114,,,,"
",,"
",,,,,
3492,Masjid Al-Bukhari,10663 Bustleton Avenue,Philadelphia,PA,19116,,,,"
",,"
",,,,,
3493,Masjid Turkiy,11018 Rennard Street,Philadelphia,PA,19116,,,,"
",,"
",,,,,
3494,Turkish Cultural Center Philadelphia,2190 Bennett Road,Philadelphia,PA,19116,,,,"
",,"
",,,,,
3495,Masjid Sakinah,311 East Cliveden Street,Philadelphia,PA,19119,,,,2009,,https://property.phila.gov/?p=221048000,,,,,
3496,Masjid Al-Quran,1546 North 27 Street,Philadelphia,PA,19121,,,,1992,,https://property.phila.gov/?p=292063900,,,,,
3497,Ridge Avenue Islamic Center,3116 Ridge Avenue,Philadelphia,PA,19121,,,,1989,,https://property.phila.gov/?p=323043000,,,,,
3498,Al-Aqsa Islamic Society,1501 Germantown Avenue,Philadelphia,PA,19122,,,,1991,,https://www.nytimes.com/2007/05/14/nyregion/14mosque.html,,,,,
3499,Makkah Mosque,1319 West Susquehanna Avenue,Philadelphia,PA,19122,,,,1962,,https://en.wikipedia.org/wiki/Mosque_No._12,,,,,
3500,Albanian American Muslim Society,159 West Girard Avenue,Philadelphia,PA,19123,,,,1974,,https://property.phila.gov/?p=777188000,,,,,
3501,Al-Hidaya Islamic Center,123 East Luzerne Street,Philadelphia,PA,19124,,,,2020,,"https://www.causeiq.com/organizations/alhidaya-islamic-center,843384269/",,,,,
3502,Masjid Alhedaya,123 East Luzerne Street,Philadelphia,PA,19124,,,,2020,,https://property.phila.gov/?p=884051500,,,,,
3503,Mujtaba Islamic Association,2034 Orthodox Street,Philadelphia,PA,19124,,,,2004,,"https://www.causeiq.com/organizations/mujtaba-islamic-society,233060259/",,,,,
3504,Taha mosque,4665 Frankford Avenue,Philadelphia,PA,19124,,,,2003,,"
",,,,,
3505,Islamic Family Center,6840 Old York Road,Philadelphia,PA,19126,,,,2005,,https://www.realtor.com/realestateandhomes-detail/6840-Upper-York-Rd_New-Hope_PA_18938_M39557-45082,,,,,
3506,Bawa Muhaiyaddeen Fellowship \ Mosque,5820 Overbrook Avenue,Philadelphia,PA,19131,,,,1984,,https://www.bmf.org/shop/the-opening-of-the-mosque/,,,,,
3507,Bishop Dennis Walton | Greater Glory Church of God,2227 Bryn Mawr Avenue,Philadelphia,PA,19131,,,,"
",,"
",,,,,
3508,Masjid Ibn Taymiyyah,1264 North Alden Street,Philadelphia,PA,19131,,,,"
",,"
",,,,,
3509,Masjid Quba,4637 Lancaster Avenue,Philadelphia,PA,19131,,,,1949,,https://www.phillytrib.com/religion/phillys-oldest-masjid-supports-the-community/article_dc33d277-e376-5f34-8e47-3d0a1964f89d.html,,,,,
3510,Philadelphia Masjid Inc,4700 Wyalusing Avenue,Philadelphia,PA,19131,,,,1976,,https://www.phillytrib.com/religion/church_of_the_week/the-philadelphia-masjid-inc-reclaiming-a-bastion-for-black-muslims/article_fdd2223b-b69e-5f2a-b620-86c618ddfe9f.html,,,,,
3511,Al-Hashar Mosque,2823 North 22nd Street,Philadelphia,PA,19132,,,,2020,,https://property.phila.gov/?p=871515630,,,,,
3512,Muhammad Mosque #12 Nation of Islam,2508 North Broad Street,Philadelphia,PA,19132,,,,1962,,"https://ff.wikipedia.org/wiki/Mosque_No._12#:~:text=History,written%20that%20attacked%20Elijah%20Muhammad.",,,,,
3513,Muqbil Ibn Haadee Mosque,2735 West Allegheny Avenue,Philadelphia,PA,19132,,,,2005,,https://property.phila.gov/?p=775066900,,,,,
3514,Nasir Mosque,3027 North 22 Street,Philadelphia,PA,19132,,,,2020,,https://property.phila.gov/?p=492180205,,,,,
3515,Bait-ul-Aafiyat Mosque - Ahmadiyya Muslim Community (Philly Mosque),1215 West Glenwood Avenue,Philadelphia,PA,19133,,,,2018,,https://www.cbsnews.com/philadelphia/news/leader-of-ahmadiyya-muslim-community-dedicates-new-mosque-in-philadelphia/,,,,,
3516,Masjid alaqsa,2308 North Fairhill Street,Philadelphia,PA,19133,,,,2020,,https://property.phila.gov/?p=871515630,,,,,
3517,Nigerian Muslim Association of Philadelphia,2209 North Front Street,Philadelphia,PA,19133,,,,1987,,https://property.phila.gov/?p=777143500,,,,,
3518,Al Tawbah Mosque,3093 Kensington Avenue,Philadelphia,PA,19134,,,,"
",,"
",,,,,
3519,"Northeast Philadelphia Islamic Community, Inc. (NEPIC)",6101 Hawthorne Street,Philadelphia,PA,19135,,,,"
",,"
",,,,,
3520,Masjid E Taqwa Islamic Center,7918 Frankford Avenue,Philadelphia,PA,19136,,,,2007,,"
",,,,,
3521,Foundation Cheikh Ahmadou Bamba Of North America (Foncab) Islamic Center,6348 North 21st Street,Philadelphia,PA,19138,,,,"
",,"
",,,,,
3522,Masjid Sunni Ali,1307 East Price Street,Philadelphia,PA,19138,,,,"
",,"
",,,,,
3523,Masjidullah - The Center for Human Excellence,7401 Limekiln Pike,Philadelphia,PA,19138,,,,2014,,https://www.phillytrib.com/news/center-for-human-excellence-at-masjidullah-opens-unifies/article_effae888-961e-5f29-9b91-3cb0090bf380.html,,,,,
3524,Markazul Bayaan Arabic Center,5927 Spruce Street,Philadelphia,PA,19139,,,,"
",,"
",,,,,
3525,West Philly Jameh Masjid & Islamic Center (WPJMIC),5329 Market Street,Philadelphia,PA,19139,,,,2023,,"https://www.causeiq.com/organizations/west-philly-jameh-masjid-and-islamic-center,922319432/",,,,,
3526,al-Farooq Mosque,3841 North Broad Street,Philadelphia,PA,19140,,,,"
",,"
",,,,,
3527,Al-Muhsineen Mosque,5740 Old York Road,Philadelphia,PA,19141,,,,"
",,"
",,,,,
3528,Islamic Activities & Development Center,5748 Old York Road,Philadelphia,PA,19141,,,,"
",,"
",,,,,
3529,West Oak Lane Masjid,6057 Ogontz Avenue,Philadelphia,PA,19141,,,,"
",,"
",,,,,
3530,"Fouta Islamic Center of Philadelphia, Inc",2525-27 South 71st Street,Philadelphia,PA,19142,,,,"
",,"
",,,,,
3531,Masjid Ahlil Hadeeth,6711 Woodland Avenue,Philadelphia,PA,19142,,,,2003,,https://property.phila.gov/?p=773188995,,,,,
3532,Masjid Ahlus-Sunnah Wal-Jammah,2400 South 63rd Street,Philadelphia,PA,19142,,,,2015,,https://www.youtube.com/watch?v=I-gQfUXx_gg,,,,,
3533,Masjid Ibn Uthaymeen,6502 Elmwood Avenue,Philadelphia,PA,19142,,,,2017,,https://property.phila.gov/?p=406227100,,,,,
3534,Masjid Quran & Sunnah Center,2103-07 Cemetery Avenue,Philadelphia,PA,19142,,,,"
",,"
",,,,,
3535,Muhammad's Temple of Islam #12,6424 Woodland Avenue,Philadelphia,PA,19142,,,,"
",,"
",,,,,
3536,Masjid Al-wasatiyah,5727 Hoffman Avenue,Philadelphia,PA,19143,,,,"
",,"
",,,,,
3537,Masjid Galle Cheikh,5800 Springfield Avenue,Philadelphia,PA,19143,,,,"
",,"
",,,,,
3538,Masjid Mujahideen,413 South 60th Street,Philadelphia,PA,19143,,,,1983,,https://www.masjidmujahideen.org/about,,,,,
3539,Muslims of the Americas,530 South 52 Street,Philadelphia,PA,19143,,,,1976,,https://www.facebook.com/YaqeenInstitute/videos/they-were-muslims-for-100-years/24024785610546856/,,,,,
3540,Germantown Masjid / Masjid as-Sunnah an-Nabawiyyah,4944 Germantown Avenue,Philadelphia,PA,19144,,,,1995,,https://property.phila.gov/?p=776167450,,,,,
3541,Muhammad Mosque,414 East Penn Street,Philadelphia,PA,19144,,,,1997,,https://www.phillytrib.com/religion/center-of-faith-masjid-muhammad-of-philadelphia/article_d0aac51f-f63e-51ae-a024-83fcf8faa0de.html,,,,,
3542,Al-Falah Mosque Philadelphia,1603 South 17th Street,Philadelphia,PA,19145,,,,"
",,"
",,,,,
3543,Ibn Baaz Mosque,1741 Point Breeze Avenue,Philadelphia,PA,19145,,,,"
",,"
",,,,,
3544,Masjid al Rahman,"Philadelphia, PA 19145, USA",Philadelphia,PA,19145,,,,2004,,https://www.masjidarrahman.org/about/,,,,,
3545,United Muslim Islamic Center,810 S 15th Street,Philadelphia,PA,19146,,,,1994,,https://www.ummonline.org/about-us,,,,,
3546,United Muslim Movement Inc,1251 Point Breeze Avenue,Philadelphia,PA,19146,,,,1994,,https://www.ummonline.org/,,,,,
3547,Masjid Al Ash'ariyya,2326 South 7th Street,Philadelphia,PA,19148,,,,"
",,"
",,,,,
3548,Al-Furqan Mosque,7252 Roosevelt Boulevard,Philadelphia,PA,19149,,,,2007,,https://property.phila.gov/?p=778273100,,,,,
3549,MuslimGuide,2608 Cottman Avenue,Philadelphia,PA,19149,,,,"
",,"
",,,,,
3550,Masjidullah,7700 Ogontz Avenue,Philadelphia,PA,19150,,,,1979,,"https://www.phillytrib.com/lifestyles/religion/masjidullah-provides-faith-based-guidance/article_9f07425a-ceed-5427-8d06-bd2b99bd6d2d.html#:~:text=From%20its%20formation%20in%201979,said%20Shabazz%20during%20an%20interview.",,,,,
3551,61st ST Masjid As-Sabr WP,6106 Lansdowne Avenue,Philadelphia,PA,19151,,,,"
",,"
",,,,,
3552,Mahdieh of Philadelphia,6502 Haverford Avenue,Philadelphia,PA,19151,,,,2002,,"
",,,,,
3553,MUNA Center of Upper Darby Masjid,6431-39 Callowhill Street,Philadelphia,PA,19151,,,,"
",,"
",,,,,
3554,Siraatul Jannah Center (SJC),7735 Castor Avenue,Philadelphia,PA,19152,,,,"
",,"
",,,,,
3555,Masjid Ar-Rahman,2611 South 78th Street,Philadelphia,PA,19153,,,,"
",,"
",,,,,
3556,Bensalem Jame Masjid,3560 Woodhaven Road,Philadelphia,PA,19154,,,,"
",,"
",,,,,
3557,MYCP Muslim Youth Center of Philadelphia,11080 Knights Road,Philadelphia,PA,19154,,,,"
",,"
",,,,,
3558,Masjidur Razzaqal Karim,5200 Wynnefield Ave,Philadelphia,PA,19191,,,,2009,,https://property.phila.gov/?p=341064805,,,,,
3559,ar Rahman Mosque,723 Merchant Street,Coatesville,PA,19320,,,,2004,,https://www.masjidarrahman.org/about/,,,,,
3560,Islamic Society of Greater Valley Forge,958 North Valley Forge Road,Devon,PA,19333,,,,1994,,https://isgvf.com/about-us/,,,,,
3561,Foundation for Islamic Education,201 Sharp Lane,Exton,PA,19341,,,,1989,,"https://www.fiesite.org/#:~:text=The%20Foundation%20for%20Islamic%20Education%20is%20a,the%20greater%20Philadelphia%20area%20and%20its%20suburbs.",,,,,
3562,Masjid Ibrahim As-Salaam Garden,817 Pennsgrove Road,Lincoln University,PA,19352,,,,"
",,"
",,,,,
3563,Islamic Society of Chester County,1001 Pottstown Pike,West Chester,PA,19380,,,,1996,,https://isccpa.org/history/,,,,,
3564,Norristown Islamic Society,5 West Elm Street,Norristown,PA,19401,,,,2015,,"
",,,,,
3565,Mosque,820 Willowbrook Drive,Norristown,PA,19403,,,,"
",,"
",,,,,
3566,Hatfield Jame Mosque,1511 Cowpath Road,Hatfield,PA,19440,,,,"
",,"
",,,,,
3567,North Penn Mosque,600 Maple Avenue,Lansdale,PA,19446,,,,2000,,https://northpennmosque.org,,,,,
3568,North Penn Mosque Community Center,229 West Fifth Street,Lansdale,PA,19446,,,,"
",,"
",,,,,
3569,Khair Community Center,1079 Egypt Road,Phoenixville,PA,19460,,,,2012,,https://khaircenter.org/,,,,,
3570,Masjid Al Haqq,443 East High Street,Pottstown,PA,19464,,,,"
",,"
",,,,,
3571,A DARSALAM Cherif,782 Christmas Village Road,Bernville,PA,19506,,,,"
",,"
",,,,,
3572,Metro-Salt,12 Gotwals Lane,Oley,PA,19547,,,,"
",,"
",,,,,
3573,Islamic Center of Reading,Noble Street,Reading,PA,19611,,,,1992,,https://icorpa.org/about-us/,,,,,
3574,Islamic Center of Aguadilla,PR-4443,Aguadilla,PR,603,,,,2002,,,,,,,2842
3575,Al-Madina Mosque,Carrizales,Hatillo,PR,659,,,,-,No Basic Information,,,,,,2844
3576,Islamic Center of Fajardo,Calle A Nte.,Fajardo,PR,738,,,,-,No Basic Information,,,,,,2758
3577,Centro Islámico de Puerto Rico - Masjid Río Piedras,203 C. Padre Colón,San Juan,PR,925,,,,1981,,"https://aroundus.com/p/165140296-rio-piedras-mosque#:~:text=R%C3%ADo%20Piedras%20Mosque%2C%20Islamic%20center,Muslim%20community%20on%20the%20island.",,,,,424
3578,Centro Islamico Del Caribe -Masjid Ebadur Rahman -Montehiedra,,San Juan,PR,926,,,,-,Information Without Year,939-630-5698,,,,,583
3579,Centro Islamico Del Caribe -Masjid Ebadur Rahman -Montehiedra,,San Juan,PR,926,,,,-,Information Without Year,,,,,,2843
3580,Centro Islámico y Mezquita Comunidad Musulmana Ahmadía de Puerto Rico,12 Av. José Fidalgo Díaz 2do Piso,Carolina,PR,983,,,,-,Information Without Year,,,,,,2841
3581,Islamic Society of Bosniaks in Utah,425 N 700 W,Salt Lake City ,PR,84116,,,,2016,,https://www.kuer.org/religion/2016-12-12/salt-lakes-bosnian-community-holds-mosque-open-house,,,,,2845
3582,Masjid Alrahman,18 Dunnell Lane,Pawtucket,RI,2860,,,,2008,,https://www.masjidalrahmanri.com/About-Us.html,,,,,1784
3583,Al-Rahman Mosque,665 Central Ave,Pawtucket,RI,2861,,,,1999,,https://www.masjidalrahmanri.com/About-Us.html,,,,,2598
3584,Al-Hoda Mosque,60 Fortin Rd,Kingston,RI,2881,,,,2013,,https://www.independentri.com/independentri_com/article_3c05be81-5f63-5027-ae3e-94fedbe3e7d1.html,,,,,2602
3585,Kent County Islamic Center (KCIC) -Masjid Aisha,430 Buttonwoods Ave,Warwick,RI,2886,,,,2024,,"https://www.causeiq.com/organizations/kent-county-islamic-center-masjid-aisha,994218953/",,,,,2603
3586,Al-Islam Mosque,40 Sayles Hill Rd,North Smithfield,RI,2896,,,,1995,,https://www.archnet.org/sites/14712,,,,,2597
