Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score,NND,NRI,Reference_ID,geocode_method
3039,Muslim Community of Bethlehem,243 Delaware Avenue,Bethlehem,NY,12054,42.627054256307,-73.81963362573,,,,,,67,,,3824.0,census_geocoder
3040,Al-Hidaya Mosque,2339 15th st,Troy,NY,12108,42.737434584571,-73.675431973693,,1987,,https://www.al-hidaya.org/al-hidaya-of-troy,47,82,,,138.0,census_geocoder
3041,Al-Hidaya Center,322 Troy Schenectady Road,Latham,NY,12110,42.74296010024,-73.74495727423,,2015,,https://www.al-hidaya.org/about-us,,45,,,712.0,census_geocoder
3042,Al Zahra Islamic Center (AZIC) and Saturday School,71 State Farm Road,Voorheesville,NY,12186,42.654704792156,-73.918074780582,,,,,,21,,,3712.0,census_geocoder
3043,Al-Arqam Center of Saratoga,185 Guideboard Road,Waterford,NY,12188,42.836992464099,-73.736907701533,,,,,,54,,,3709.0,census_geocoder
3044,Boshnacian Islamic Cultural Center,693 5th Avenue,Watervliet,NY,12189,42.714786269284,-73.708286295103,,,,,,41,,,3708.0,census_geocoder
3045,Fique Mosque,817 23rd Street,Watervliet,NY,12189,42.733253098412,-73.707782177862,,-,Information Without Year,(518) 400-0103,,74,,,733.0,census_geocoder
3046,Al-Fatemah Islamic Center,10 S Family Dr.,Colonie,NY,12205,42.7340976,-73.8237091,,1995,,http://www.alfatemahic.com/about.html,,13,,,880.0,nominatim
3047,Darus Salaam Masjid,276 Central ave,Albany,NY,12206,42.664131721693,-73.77183094047,,2011,,https://www.timesunion.com/local/article/Albany-mosque-plans-expansion-3890898.php,63,93,,,159.0,census_geocoder
3048,Muhammads Mosque,360 Clinton Avenue,Albany,NY,12206,42.661829212036,-73.763204939165,,-,Information Without Year,(518) 203-4672,67,90,,,659.0,census_geocoder
3049,Darul Taqwa,1214 State st,Schenectady,NY,12304,42.798704079889,-73.924755695141,,2011,,https://www.masjiddarultaqwa.org/about-1,42,80,,,1071.0,census_geocoder
3050,Masjid As-Sunnah,1859 Albany st,Schenectady,NY,12304,42.787036007366,-73.914985123519,,2013,,https://prayersconnect.com/mosques/84037454-masjid-as-sunnah-schenectady-new-york-united-states,40,74,,,1817.0,census_geocoder
3051,Bait-un-Nur Mosque - Ahmadiyya Muslim Community,941 River Road,Schenectady,NY,12306,42.857413478624,-74.026041325779,,,,,,3,,,3624.0,census_geocoder
3052,Islamic Center of the Capital District,21 Lansing Rd N,Schenectady,NY,12307,42.762555291976,-73.880216335699,,1979,,https://www.iccdny.org/history/,,43,,,247.0,census_geocoder
3053,Masjid Nabawi/Afghan Islamic Center Masjid/Schenectady Islamic Center,89 N Brandywine ave,Schenectady,NY,12307,42.802318476428,-73.925035402081,,-,Information Without Year,https://www.facebook.com/MasjidNabawiNY/,44,74,,,1925.0,census_geocoder
3054,MUNA Center of Albany,1411 Union Street,Schenectady,NY,12308,42.80869545979,-73.914414040281,,,,,32,79,,,3623.0,census_geocoder
3055,Masjid Umar,7 Downs st,Kingston,NY,12401,41.930852034297,-74.006896676106,,1995,,https://ky.halalguide.me/hadson-velli/mechet/masjid-umar-4/posts,,86,,,1983.0,census_geocoder
3056,ELLENVILLE ISLAMIC CENTER,18 Church Street,Ellenville,NY,12428,41.714253779998,-74.391499146759,,,,,,64,,,3902.0,census_geocoder
3057,Masjid Ar-Rashid,352 Main st,Beacon,NY,12508,41.504120279141,-73.968183094896,,1996,,"https://highlandscurrent.org/2021/11/20/06-2021-37-cn-56/#:~:text=We've%20been%20in%20Beacon,prayer%20at%205:30%20a.m.",,94,,,1804.0,census_geocoder
3058,"Hudson Islamic Center, Inc",35 N Third St Basement,Hudson,NY,12534,42.253798982516,-73.790229721236,,1997,,https://thigmos.com/hudson-islamic-center/about,,89,,,1131.0,census_geocoder
3059,Masjid Al-Ikhlas,25 Washington Terrace,Newburgh,NY,12550,41.49969490095,-74.0279258169,,1992,,https://en.wikipedia.org/wiki/Masjid_al-Ikhlas,,78,,,144.0,census_geocoder
3060,DQWS Darul Quran WasSunnah,98 Gladstone Avenue,Walden,NY,12586,41.554919150342,-74.190265858393,,,,,,44,,,3711.0,census_geocoder
3061,Masjid E Ayesha Wa Musa Ji,107 West Main Street,Walden,NY,12586,41.560680734261,-74.191915152548,,,,,,72,,,3710.0,census_geocoder
3062,Masjid Al Noor,125 All Angels Rd,Wappinger Falls,NY,12590,41.603944032168,-73.871171582908,,1990,,https://mhiawappingers.org/about-us,,17,,,1617.0,census_geocoder
3063,Masjidul Mutkabbir  Inc.,462 Main st,Poughkeepsie,NY,12601,41.701662034939,-73.921072675922,,2005,,"https://www.causeiq.com/organizations/masjid-mutakabbir,300258287/",42,91,,,2023.0,census_geocoder
3064,Islamic Center of Monticello,33 Cottage st,Monticello,NY,12701,41.658129373118,-74.686629968276,,2007,,https://www.recordonline.com/story/news/local/2007/10/15/village-monticello-says-new-mosque/52769469007/?gnt-cfr=1&gca-cat=p&gca-uir=true&gca-epti=z113721v113721d--37--b--37--&gca-ft=210&gca-ds=sophi,,56,,,66.0,census_geocoder
3065,MASIICS/MADE Inc.,427 Broadway,Monticello,NY,12701,41.658260950316,-74.699394897166,,,,,,69,,,3923.0,census_geocoder
3066,Ahlus-Sunnah Mosque,10 South Main Street,Liberty,NY,12754,41.799341449006,-74.745695972001,,,,,,73,,,3928.0,census_geocoder
